employee_id,department,job_role,education_level,work_mode,city,age,years_experience,monthly_salary,training_hours,projects_completed,overtime_hours,satisfaction_score,performance_category
EMP01000,HR,Marketing Specialist,Master,Onsite,Surabaya,50,6,23093061.0,18.0,10,19,4.7,Medium
EMP01001,IT,Product Manager,Master,Onsite,Medan,37,10,19273660.0,,3,25,3.0,High
EMP01002,HR,Product Manager,Bachelor,Hybrid,Bandung,33,24,25385215.0,16.0,8,20,2.0,High
EMP01003,Marketing,Product Manager,Bachelor,Onsite,Yogyakarta,41,2,,41.0,0,35,3.7,Low
EMP01004,Sales,Customer Success,Master,Remote,Bandung,46,0,,40.0,5,14,4.8,Low
EMP01005,IT,Sales Executive,Master,Onsite,Medan,40,13,22302971.0,16.0,5,36,4.1,Low
EMP01006,IT,Data Engineer,Bachelor,Hybrid,Semarang,40,7,6174269.0,9.0,7,2,2.3,Low
EMP01007,Sales,Finance Analyst,,Hybrid,Medan,33,30,9227938.0,25.0,10,16,,Low
EMP01008,Operations,Data Engineer,Master,Hybrid,Medan,50,34,16603549.0,68.0,19,12,3.9,High
EMP01009,Finance,Software Engineer,High School,Hybrid,Semarang,52,3,11931000.0,76.0,2,4,1.8,Low
EMP01010,Finance,Product Manager,Diploma,Remote,Jakarta,29,5,22877555.0,,2,0,3.6,Low
EMP01011,Finance,Data Analyst,High School,Hybrid,Semarang,51,13,8308143.0,26.0,11,9,2.0,Medium
EMP01012,IT,HR Officer,Bachelor,Remote,Surabaya,46,11,25233125.0,33.0,2,16,4.0,Low
EMP01013,Finance,Marketing Specialist,Diploma,Hybrid,Jakarta,49,31,27035214.0,32.0,14,14,3.6,Low
EMP01014,HR,Marketing Specialist,Diploma,Hybrid,Medan,30,24,,70.0,12,2,4.2,Medium
EMP01015,IT,Marketing Specialist,Diploma,Onsite,Surabaya,51,34,23477037.0,5.0,2,20,4.2,Low
EMP01016,HR,Marketing Specialist,Master,Remote,Semarang,38,21,25066231.0,71.0,7,38,4.0,Low
EMP01017,Sales,HR Officer,,Hybrid,Surabaya,57,15,21866652.0,30.0,13,38,,Medium
EMP01018,Marketing,Software Engineer,Master,Hybrid,Semarang,56,5,21840590.0,20.0,5,1,1.2,High
EMP01019,Operations,Data Analyst,Diploma,Hybrid,Bandung,50,25,16235771.0,42.0,4,23,3.7,High
EMP01020,IT,Finance Analyst,Diploma,Onsite,Bandung,21,4,26525940.0,27.0,6,19,1.7,Medium
EMP01021,IT,Data Engineer,Diploma,Hybrid,Yogyakarta,46,14,28566382.0,17.0,3,39,2.6,Medium
EMP01022,Operations,Finance Analyst,Master,Hybrid, jakarta ,46,22,,65.0,12,18,3.9,Low
EMP01023,HR,Data Engineer,High School,Remote,Semarang,38,29,21094991.0,77.0,17,19,2.3,Medium
EMP01024,Finance,Data Engineer,,Onsite,Semarang,46,5,6374725.0,37.0,5,33,3.2,High
EMP01025,HR,Product Manager,Diploma,Onsite,Medan,30,9,23520131.0,61.0,8,7,3.8,Medium
EMP01026,it,Customer Success,Diploma,Remote,Semarang,41,4,27533550.0,16.0,4,8,3.9,Medium
EMP01027,Marketing,HR Officer,,Remote,Yogyakarta,23,14,6672049.0,17.0,16,13,3.9,Medium
EMP01028,HR,Marketing Specialist,Bachelor,Onsite,Medan,38,22,8684802.0,60.0,7,34,2.3,Medium
EMP01029,Marketing,Customer Success,High School,Hybrid,Bandung,55,7,27178106.0,73.0,7,13,,Low
EMP01030,Operations,Software Engineer,High School,Onsite,Surabaya,41,9,15807464.0,4.0,18,22,2.7,Low
EMP01031,Sales,Marketing Specialist,Bachelor,Onsite,Bandung,29,8,18454827.0,,6,34,3.8,High
EMP01032,Operations,Data Engineer,Master,Onsite,Jakarta,30,13,20872750.0,,13,6,3.7,Low
EMP01033,IT,HR Officer,Diploma,Remote,Yogyakarta,29,11,20194799.0,53.0,9,24,2.2,High
EMP01034,IT,Business Analyst,Bachelor,Hybrid,Surabaya,32,22,9786255.0,79.0,13,22,3.2,High
EMP01035,Sales,Finance Analyst,Bachelor,Hybrid,Surabaya,38,24,21769557.0,,8,36,2.9,Low
EMP01036,Finance,HR Officer,Master,Onsite,Jakarta,45,28,14328527.0,21.0,2,11,1.8,High
EMP01037,Sales,Product Manager,Diploma,Onsite,Medan,28,17,21585993.0,79.0,1,39,2.1,Low
EMP01038,HR,Marketing Specialist,Diploma,Remote,Surabaya,42,10,17372157.0,47.0,13,36,3.7,Low
EMP01039,it,Data Engineer,Diploma,Hybrid,Jakarta,45,20,23393439.0,57.0,12,10,1.7,Low
EMP01040,Operations,Finance Analyst,Diploma,Onsite,Medan,52,17,,10.0,12,35,1.7,High
EMP01041,Sales,Product Manager,High School,Remote,Yogyakarta,38,13,7291390.0,29.0,11,11,1.5,High
EMP01042,IT,Software Engineer,Master,Remote,Surabaya,49,4,13770561.0,7.0,17,20,3.6,High
EMP01043,Sales,Marketing Specialist,High School,Onsite,Medan,22,0,,,18,12,4.9,Medium
EMP01044,Marketing,Business Analyst,Bachelor,Onsite,Semarang,48,22,13666030.0,58.0,2,20,,Low
EMP01045,Finance,HR Officer,High School,Remote,Surabaya,22,33,26046893.0,54.0,2,30,3.1,Low
EMP01046,IT,Data Analyst,High School,Remote,Bandung,31,33,5793187.0,27.0,14,15,4.6,Medium
EMP01047,HR,Marketing Specialist,Bachelor,Onsite,Jakarta,28,10,26024760.0,76.0,16,17,2.7,High
EMP01048,Sales,Business Analyst,Master,Hybrid,Jakarta,55,30,5354373.0,49.0,8,3,3.1,Low
EMP01049,Marketing,Data Analyst,High School,Hybrid,Medan,28,28,20388842.0,22.0,6,15,2.3,Low
EMP01050,HR,Finance Analyst,Bachelor,Onsite,Medan,55,1,5576733.0,40.0,19,12,3.7,High
EMP01051,IT,Product Manager,Bachelor,Hybrid,Bandung,32,21,8027455.0,34.0,19,25,1.6,High
EMP01052,Operations,Finance Analyst,Master,Remote,Semarang,53,8,29036243.0,,6,25,2.9,Low
EMP01053,Operations,Sales Executive,Diploma,Onsite,Jakarta,33,2,22060472.0,,4,17,1.6,Medium
EMP01054,Finance,Business Analyst,Master,Hybrid,Bandung,33,33,,33.0,16,8,4.0,Low
EMP01055,Operations,HR Officer,Bachelor,Remote,Jakarta,31,12,11680275.0,66.0,5,4,4.0,Low
EMP01056,Sales,Business Analyst,High School,Remote,Medan,36,29,13982755.0,78.0,6,28,3.7,High
EMP01057,HR,Marketing Specialist,Diploma,Remote, jakarta ,120,9,19270704.0,50.0,15,33,4.2,Medium
EMP01058,Sales,HR Officer,Bachelor,Hybrid,Semarang,36,13,10895896.0,4.0,7,11,1.9,Medium
EMP01059,IT,Data Analyst,Bachelor,Hybrid,Yogyakarta,35,9,15511022.0,21.0,7,13,2.2,Low
EMP01060,HR,Sales Executive,Bachelor,Remote,Surabaya,29,7,11055634.0,18.0,0,26,1.8,High
EMP01061,Sales,Sales Executive,High School,Remote,Yogyakarta,21,20,28284152.0,78.0,15,250,3.2,Low
EMP01062,IT,Data Engineer,High School,Remote,Semarang,44,7,5120008.0,46.0,7,28,3.6,Low
EMP01063,Operations,Business Analyst,Diploma,Onsite,Bandung,47,10,26839921.0,51.0,16,3,,Low
EMP01064,Marketing,Marketing Specialist,Diploma,Hybrid,Yogyakarta,30,19,24114411.0,43.0,18,24,,Low
EMP01065,Finance,Data Engineer,Diploma,Onsite,Yogyakarta,59,21,19828670.0,60.0,9,10,3.7,Medium
EMP01066,HR,Data Analyst,Bachelor,Remote,Bandung,51,0,22052455.0,55.0,13,4,4.2,Low
EMP01067,Marketing,Customer Success,,Hybrid,Bandung,43,2,26878747.0,52.0,12,23,3.0,High
EMP01068,Sales,Sales Executive,Diploma,Hybrid,Surabaya,31,24,,62.0,9,35,,Medium
EMP01069,Finance,Data Engineer,Master,Remote,Semarang,40,22,21862276.0,60.0,15,24,2.7,Medium
EMP01070,IT,Customer Success,High School,Onsite,Semarang,45,1,10812344.0,18.0,18,3,3.2,High
EMP01071,HR,Finance Analyst,,Remote,Semarang,46,34,25250659.0,59.0,12,16,4.1,High
EMP01072,Sales,Data Engineer,Master,Remote,Semarang,49,24,16298653.0,19.0,11,10,2.7,Medium
EMP01073,HR,Customer Success,Master,Onsite,Bandung,32,18,15117595.0,77.0,13,35,3.0,High
EMP01074,Operations,Data Analyst,Bachelor,Onsite,Semarang,31,28,5409650.0,67.0,0,18,2.3,Low
EMP01075,IT,Data Analyst,Master,Hybrid,Surabaya,51,30,15157279.0,30.0,12,29,1.3,High
EMP01076,IT,Data Engineer,High School,Remote,Semarang,54,0,10083540.0,7.0,18,37,4.9,Medium
EMP01077,Finance,Sales Executive,Master,Remote,Surabaya,25,29,10726315.0,,11,39,3.0,High
EMP01078,it,Product Manager,Bachelor,Onsite,Surabaya,22,24,15262902.0,32.0,12,25,3.2,Medium
EMP01079,IT,HR Officer,High School,Remote,Semarang,32,28,6005578.0,34.0,4,33,2.9,Low
EMP01080,Sales,Software Engineer,High School,Hybrid,Surabaya,22,11,27799081.0,73.0,14,38,3.5,High
EMP01081,Operations,Data Analyst,,Remote,Yogyakarta,33,6,8653988.0,26.0,7,25,1.8,Medium
EMP01082,HR,Sales Executive,Bachelor,Onsite,Jakarta,58,21,23626636.0,42.0,16,14,,Low
EMP01083,HR,Sales Executive,High School,Remote,Medan,22,32,22197045.0,23.0,19,28,2.7,Medium
EMP01084,Finance,Sales Executive,Bachelor,Hybrid,Yogyakarta,26,22,19719316.0,61.0,17,14,4.0,High
EMP01085,Operations,Data Engineer,Master,Hybrid,Surabaya,47,23,16561536.0,30.0,12,13,2.9,High
EMP01086,HR,Product Manager,Diploma,Hybrid,Bandung,53,18,18254030.0,48.0,6,21,3.5,Medium
EMP01087,IT,Software Engineer,Diploma,Hybrid,Semarang,43,20,7806432.0,75.0,18,24,1.9,High
EMP01088,HR,Customer Success,High School,Remote,Jakarta,37,12,14311910.0,45.0,14,9,1.5,Medium
EMP01089,Marketing,Data Analyst,Bachelor,Remote,Surabaya,47,14,19960049.0,36.0,17,14,1.9,Medium
EMP01090,Marketing,Finance Analyst,High School,Hybrid,Medan,21,5,25863322.0,68.0,9,35,3.3,High
EMP01091,Sales,Customer Success,Bachelor,Remote,Bandung,57,26,18471835.0,,11,2,4.4,High
EMP01092,Sales,Customer Success,Diploma,Onsite,Medan,36,28,6855978.0,26.0,11,10,4.3,Medium
EMP01093,Operations,Marketing Specialist,Master,Remote,Semarang,36,6,15913635.0,68.0,10,18,4.2,Low
EMP01094,HR,Data Engineer,Diploma,Hybrid,Surabaya,25,31,6371406.0,66.0,11,15,1.8,Low
EMP01095,HR,Sales Executive,Master,Remote,Jakarta,23,15,23948287.0,64.0,13,2,2.4,Medium
EMP01096,Sales,Product Manager,Master,Onsite,Surabaya,58,12,29898083.0,500.0,7,33,3.9,Low
EMP01097,Sales,Finance Analyst,Diploma,Hybrid,Jakarta,25,16,6081005.0,51.0,6,7,1.3,High
EMP01098,Finance,Business Analyst,,Remote,Medan,53,17,23534480.0,43.0,2,6,4.3,Low
EMP01099,HR,Business Analyst,Diploma,Hybrid,Bandung,32,31,12787890.0,64.0,11,28,1.8,Medium
EMP01100,Operations,Product Manager,,Remote,Semarang,46,9,29647878.0,20.0,9,3,4.6,Medium
EMP01101,Finance,HR Officer,Master,Onsite,Semarang,46,15,21810641.0,24.0,11,6,2.5,Medium
EMP01102,Sales,Software Engineer,High School,Remote,Surabaya,35,2,20994095.0,31.0,2,9,4.6,High
EMP01103,Sales,HR Officer,Bachelor,Hybrid,Yogyakarta,56,24,18376800.0,,15,7,3.6,Low
EMP01104,HR,Sales Executive,,Onsite,Surabaya,25,18,26988048.0,53.0,19,10,2.0,High
EMP01105,Operations,Product Manager,Diploma,Onsite,Semarang,46,3,15369392.0,20.0,14,2,,Medium
EMP01106,HR,Software Engineer,High School,Onsite,Surabaya,37,12,14604662.0,47.0,11,0,3.3,Low
EMP01107,Operations,Data Analyst,Diploma,Remote,Jakarta,46,13,20436969.0,27.0,17,31,,High
EMP01108,Sales,Finance Analyst,Bachelor,Remote,Semarang,32,14,20854123.0,11.0,15,37,2.5,High
EMP01109,HR,Customer Success,Master,Onsite,Semarang,38,2,23373291.0,35.0,10,17,2.7,Medium
EMP01110,IT,Sales Executive,Diploma,Onsite,Surabaya,39,31,,6.0,14,21,1.3,High
EMP01111,Sales,Software Engineer,Diploma,Remote,Yogyakarta,55,23,27346851.0,13.0,12,2,,High
EMP01112,Operations,Customer Success,Bachelor,Onsite,Medan,55,0,7375545.0,53.0,10,1,4.8,Low
EMP01113,Sales,Marketing Specialist,High School,Hybrid,Medan,44,29,5821123.0,17.0,8,35,4.3,Medium
EMP01114,Finance,Product Manager,Master,Hybrid,Jakarta,38,32,7159749.0,68.0,18,7,2.7,Low
EMP01115,Finance,Data Engineer,Bachelor,Hybrid,Semarang,32,23,,63.0,16,0,1.4,Low
EMP01116,Marketing,Product Manager,Bachelor,Hybrid,Yogyakarta,21,4,25321453.0,29.0,4,30,2.9,Medium
EMP01117,Marketing,Customer Success,High School,Hybrid,Bandung,32,34,20474296.0,16.0,17,9,3.2,Low
EMP01118,HR,HR Officer,Bachelor,Remote,Yogyakarta,27,24,13397589.0,25.0,6,13,4.4,Medium
EMP01119,Operations,Business Analyst,High School,Hybrid,Medan,25,20,15931043.0,38.0,16,28,4.4,Medium
EMP01120,IT,HR Officer,Bachelor,Remote,Surabaya,57,29,27813819.0,16.0,6,9,2.2,Low
EMP01121,Sales,Finance Analyst,Bachelor,Remote,Surabaya,31,25,25082682.0,,0,0,1.4,High
EMP01122,IT,Data Engineer,High School,Onsite,Bandung,56,11,,44.0,14,12,4.5,Medium
EMP01123,Marketing,Finance Analyst,,Onsite,Bandung,28,22,18098474.0,69.0,9,30,2.0,High
EMP01124,Marketing,Customer Success,Diploma,Onsite,Semarang,47,14,8248359.0,59.0,18,19,3.5,Low
EMP01125,HR,Business Analyst,,Onsite,Medan,56,28,27410781.0,61.0,8,21,,Low
EMP01126,Sales,Data Analyst,Bachelor,Hybrid,Medan,51,18,13845794.0,2.0,18,30,1.6,High
EMP01127,Sales,Software Engineer,Bachelor,Remote,Semarang,59,31,25420039.0,27.0,12,25,,Low
EMP01128,IT,Customer Success,Master,Hybrid,Surabaya,28,8,23480133.0,0.0,19,18,2.8,Low
EMP01129,IT,HR Officer,Bachelor,Onsite,Surabaya,23,6,7091061.0,40.0,19,30,4.8,High
EMP01130,Sales,Marketing Specialist,Master,Onsite,Medan,37,9,14473023.0,71.0,0,16,1.9,High
EMP01131,Sales,Product Manager,Bachelor,Onsite,Medan,52,12,17105144.0,69.0,4,12,4.7,Medium
EMP01132,Operations,Product Manager,High School,Onsite,Jakarta,32,21,5000706.0,76.0,12,15,3.0,Medium
EMP01133,IT,Finance Analyst,Bachelor,Onsite,Medan,32,20,19909907.0,69.0,19,10,3.3,Medium
EMP01134,IT,Software Engineer,Diploma,Onsite,Semarang,32,34,20081384.0,7.0,4,25,2.5,Low
EMP01135,Sales,Finance Analyst,Master,Remote,Semarang,46,25,8585612.0,3.0,0,32,1.4,Medium
EMP01136,Finance,Finance Analyst,High School,Onsite,Medan,48,15,28542197.0,76.0,9,20,2.8,High
EMP01137,Operations,Marketing Specialist,High School,Hybrid,Surabaya,23,22,16853584.0,37.0,6,27,3.4,Low
EMP01138,Finance,Software Engineer,Bachelor,Remote,Bandung,29,21,27120757.0,,17,13,4.3,Low
EMP01139,Operations,Customer Success,Master,Onsite,Yogyakarta,50,1,,64.0,16,9,1.6,High
EMP01140,HR,HR Officer,High School,Onsite,Bandung,51,34,20013106.0,8.0,5,38,1.7,Medium
EMP01141,IT,Data Engineer,Bachelor,Hybrid,Surabaya,24,2,20217415.0,,1,9,3.9,Low
EMP01142,HR,Data Analyst,Master,Hybrid,Jakarta,44,3,26444930.0,42.0,2,3,1.2,High
EMP01143,Operations,Finance Analyst,Master,Remote,Bandung,21,10,23575861.0,18.0,15,34,,High
EMP01144,HR,Software Engineer,Bachelor,Onsite,Semarang,25,29,21403292.0,62.0,16,33,3.6,High
EMP01145,IT,Business Analyst,Diploma,Hybrid,Yogyakarta,50,21,7499987.0,16.0,8,11,2.4,Low
EMP01146,Operations,Marketing Specialist,Bachelor,Remote,Surabaya,56,16,23651470.0,18.0,13,2,1.1,Medium
EMP01147,HR,Customer Success,Master,Onsite,Medan,22,32,5584588.0,10.0,2,10,3.0,Low
EMP01148,Marketing,Data Analyst,Diploma,Remote,Yogyakarta,35,22,14154541.0,38.0,18,27,1.3,High
EMP01149,IT,Customer Success,High School,Hybrid,Yogyakarta,59,27,18318907.0,67.0,12,12,3.4,High
EMP01150,HR,Customer Success,Bachelor,Remote,Medan,27,9,26483833.0,57.0,1,14,2.4,Medium
EMP01151,Marketing,HR Officer,High School,Hybrid,Jakarta,25,7,11987395.0,43.0,8,8,2.4,Medium
EMP01152,Marketing,HR Officer,High School,Onsite,Bandung,40,11,20717682.0,50.0,5,15,4.4,Low
EMP01153,Sales,Finance Analyst,Bachelor,Hybrid, jakarta ,28,11,11675233.0,0.0,14,12,3.3,Medium
EMP01154,IT,Software Engineer,Master,Hybrid,Yogyakarta,57,22,,2.0,19,37,4.0,High
EMP01155,Finance,Business Analyst,Master,Onsite,Semarang,25,28,23604663.0,26.0,15,1,2.9,Low
EMP01156,IT,Business Analyst,High School,Onsite,Medan,29,7,21599815.0,45.0,10,34,3.9,Low
EMP01157,HR,Software Engineer,Diploma,Hybrid, jakarta ,37,4,9879016.0,37.0,14,28,1.4,Low
EMP01158,HR,Customer Success,High School,Hybrid,Surabaya,30,14,6967896.0,43.0,15,38,3.4,High
EMP01159,Sales,Data Analyst,Bachelor,Hybrid,Medan,26,16,10265044.0,27.0,3,8,4.3,Low
EMP01160,Marketing,Product Manager,High School,Onsite,Jakarta,56,11,18676298.0,18.0,14,11,,Low
EMP01161,Operations,Customer Success,,Remote,Bandung,36,26,22541405.0,16.0,8,36,3.1,Medium
EMP01162,HR,Sales Executive,Master,Hybrid,Yogyakarta,38,19,17523888.0,47.0,14,4,3.6,High
EMP01163,Finance,Data Analyst,Master,Hybrid,Yogyakarta,54,0,5917863.0,29.0,5,23,3.8,High
EMP01164,IT,Data Analyst,,Remote,Bandung,23,8,,22.0,3,23,2.7,High
EMP01165,Sales,Software Engineer,High School,Onsite,Medan,21,28,28533912.0,63.0,14,34,4.8,Medium
EMP01166,Operations,Sales Executive,Master,Remote,Semarang,41,4,28532786.0,54.0,17,13,4.7,Low
EMP01167,Finance,Customer Success,Bachelor,Remote,Yogyakarta,38,27,7903283.0,19.0,6,32,2.7,Medium
EMP01168,Marketing,Data Engineer,High School,Onsite,Bandung,44,31,25477587.0,76.0,6,16,3.2,Low
EMP01169,HR,Business Analyst,High School,Remote,Medan,24,32,,47.0,10,0,4.8,Low
EMP01170,HR,Sales Executive,Master,Remote,Medan,49,33,27190518.0,35.0,18,28,3.6,Medium
EMP01171,Finance,Marketing Specialist,Diploma,Onsite,Yogyakarta,49,18,20229769.0,28.0,13,38,3.7,Low
EMP01172,Finance,Customer Success,Master,Hybrid,Surabaya,24,8,17217669.0,11.0,18,37,4.5,Medium
EMP01173,Operations,Business Analyst,Master,Remote,Medan,45,34,26270863.0,64.0,17,13,1.4,Medium
EMP01174,Operations,Software Engineer,Bachelor,Onsite,Semarang,36,6,21646526.0,76.0,15,10,3.9,Medium
EMP01175,Sales,Product Manager,Master,Hybrid,Yogyakarta,50,11,29154281.0,54.0,6,14,2.9,High
EMP01176,HR,Data Analyst,Bachelor,Onsite,Bandung,33,20,22305946.0,57.0,11,13,3.0,Low
EMP01177,HR,Software Engineer,,Remote,Semarang,38,24,11949893.0,54.0,1,18,3.6,High
EMP01178,Operations,Business Analyst,,Remote,Jakarta,56,12,26760279.0,54.0,1,4,4.2,High
EMP01179,IT,Software Engineer,High School,Hybrid,Jakarta,42,18,21493927.0,53.0,1,36,1.7,Low
EMP01180,HR,Customer Success,Master,Hybrid,Medan,45,23,16511524.0,42.0,17,17,,Low
EMP01181,Operations,Marketing Specialist,High School,Remote,Semarang,41,2,6428751.0,59.0,13,20,4.2,Low
EMP01182,Operations,Data Engineer,High School,Onsite,Semarang,47,5,17222149.0,32.0,1,25,1.4,High
EMP01183,IT,Product Manager,Master,Hybrid,Semarang,30,30,15728990.0,7.0,5,10,4.8,High
EMP01184,IT,Business Analyst,High School,Hybrid,Medan,53,13,5501901.0,11.0,4,37,,Low
EMP01185,Marketing,Product Manager,Master,Onsite,Surabaya,52,5,7770721.0,6.0,18,2,1.4,Low
EMP01186,Marketing,Data Analyst,,Remote,Yogyakarta,22,1,29446718.0,12.0,7,15,3.9,Low
EMP01187,IT,HR Officer,Bachelor,Remote,Semarang,39,26,29826024.0,63.0,6,7,2.0,Medium
EMP01188,HR,Sales Executive,Master,Hybrid,Surabaya,41,12,20809290.0,65.0,13,24,3.3,Low
EMP01189,Operations,Product Manager,,Onsite,Jakarta,26,25,13572308.0,11.0,5,31,3.6,Medium
EMP01190,IT,Product Manager,Bachelor,Hybrid,Jakarta,50,30,28814028.0,27.0,0,12,2.0,High
EMP01191,HR,Marketing Specialist,High School,Remote,Medan,27,0,26661464.0,58.0,11,33,2.5,High
EMP01192,Operations,Business Analyst,Master,Onsite,Medan,55,11,17014932.0,44.0,15,12,4.1,High
EMP01193,Marketing,Finance Analyst,,Onsite,Bandung,21,1,16532176.0,62.0,7,17,2.2,Medium
EMP01194,Marketing,Product Manager,High School,Remote,Semarang,44,10,16266432.0,13.0,9,32,3.0,Medium
EMP01195,Finance,Data Engineer,High School,Hybrid,Medan,28,0,27103343.0,3.0,11,7,1.7,Low
EMP01196,HR,Marketing Specialist,High School,Hybrid,Semarang,32,10,6938396.0,7.0,11,10,4.0,Medium
EMP01197,Operations,Data Engineer,High School,Onsite,Surabaya,53,5,6757254.0,20.0,9,13,4.1,Medium
EMP01198,Operations,HR Officer,High School,Remote,Jakarta,49,24,10820818.0,16.0,2,28,4.9,High
EMP01199,Operations,HR Officer,High School,Remote,Surabaya,32,18,8127776.0,35.0,10,30,2.3,Low
EMP01200,HR,Sales Executive,Master,Onsite,Jakarta,24,25,14919575.0,,6,7,1.2,High
EMP01179,IT,Software Engineer,High School,Hybrid,Jakarta,42,18,21493927.0,53.0,1,36,1.7,Low
EMP00866,Sales,Marketing Specialist,Bachelor,Remote,Semarang,46,21,11417568.0,46.0,12,11,2.6,High
EMP00102,Sales,Marketing Specialist,,Hybrid,Bandung,34,25,25671303.0,59.0,12,19,2.0,Low
EMP00440,HR,Data Analyst,High School,Remote,Jakarta,54,8,,72.0,11,220,,High
EMP00059,Operations,Business Analyst,Diploma,Onsite,Surabaya,46,6,26678055.0,55.0,15,7,2.1,High
EMP01121,Sales,Finance Analyst,Bachelor,Remote,Surabaya,31,25,25082682.0,,0,0,1.4,High
EMP00324,IT,Finance Analyst,Diploma,Hybrid,Yogyakarta,38,20,23812341.0,60.0,4,4,2.9,Medium
EMP00975,Marketing,Product Manager,,Onsite,Jakarta,56,14,10510440.0,77.0,1,38,1.6,Medium
EMP00412,Sales,Customer Success,,Remote,Yogyakarta,38,8,7819553.0,38.0,17,33,4.3,Medium
EMP00856,Finance,Data Engineer,Diploma,Hybrid,Semarang,38,14,,26.0,8,31,3.7,Medium
EMP00821,HR,Finance Analyst,Diploma,Onsite,Bandung,51,28,14891249.0,72.0,19,4,2.1,High
EMP00045,Sales,Business Analyst,,Onsite,Yogyakarta,52,27,11678351.0,78.0,15,21,2.1,Medium
EMP00050,Sales,HR Officer,Bachelor,Hybrid,Semarang,33,2,24307743.0,32.0,0,12,,High
EMP00850,Marketing,Product Manager,High School,Onsite,Bandung,56,12,16426964.0,24.0,13,28,3.2,High
EMP00241,IT,Finance Analyst,Diploma,Hybrid,Surabaya,21,26,8109873.0,48.0,11,11,4.4,High
EMP00171,IT,Sales Executive,Diploma,Remote,Yogyakarta,59,14,,40.0,0,27,4.3,Low
EMP00524,HR,Product Manager,Bachelor,Hybrid,Medan,59,15,10494279.0,10.0,1,21,3.1,High
EMP00766,Sales,Sales Executive,High School,Hybrid,Jakarta,52,14,24993551.0,63.0,18,2,4.3,Low
EMP00839,Sales,Sales Executive,Master,Onsite,Medan,22,10,13887090.0,19.0,10,34,4.8,High
EMP00424,IT,Sales Executive,High School,Remote,Semarang,32,17,5164181.0,54.0,6,37,4.3,Low
EMP00381,Marketing,Data Engineer,Master,Remote,Surabaya,46,28,23566421.0,,7,37,4.4,Low
EMP00610,IT,Data Engineer,Diploma,Remote,Medan,23,23,19125469.0,71.0,17,4,2.9,Low
EMP00677,Sales,Finance Analyst,High School,Hybrid,Yogyakarta,43,28,25958613.0,18.0,7,37,3.9,Medium
EMP00345,IT,Software Engineer,Diploma,Hybrid,Bandung,59,29,22294668.0,29.0,1,29,3.6,Medium
EMP00110,HR,Marketing Specialist,High School,Hybrid,Semarang,48,1,17628513.0,64.0,14,2,2.8,Low
EMP00278,IT,Finance Analyst,Diploma,Onsite,Bandung,43,29,13463954.0,68.0,17,14,2.6,Low
EMP00678,Operations,Data Engineer,High School,Hybrid,Surabaya,35,26,25190059.0,47.0,0,1,4.8,High
EMP00571,Marketing,Product Manager,High School,Onsite,Surabaya,38,3,11776883.0,18.0,12,15,3.3,Low
EMP00359,Marketing,Marketing Specialist,Master,Hybrid,Semarang,31,11,20225623.0,18.0,7,4,2.0,Medium
EMP00599,Operations,Sales Executive,Diploma,Hybrid,Yogyakarta,37,17,11407954.0,54.0,11,21,2.1,High
EMP00391,HR,Software Engineer,Master,Remote,Bandung,39,31,5208819.0,74.0,3,33,3.1,Medium
EMP00894,Operations,Software Engineer,Master,Hybrid,Jakarta,58,20,27171015.0,13.0,1,23,2.8,Low
EMP00693,Marketing,Sales Executive,Diploma,Hybrid,Medan,38,16,19184645.0,52.0,4,39,1.8,Low
EMP00728,HR,HR Officer,High School,Hybrid,Surabaya,26,22,23142728.0,0.0,2,26,2.6,Low
EMP00363,IT,Data Engineer,,Onsite,Bandung,46,14,11188072.0,73.0,18,22,,High
EMP00597,Sales,Software Engineer,High School,Onsite,Jakarta,41,20,8732012.0,34.0,13,35,4.1,Low
EMP00428,Sales,Sales Executive,High School,Remote,Surabaya,39,12,23129655.0,66.0,18,19,4.6,Medium
EMP00071,HR,Software Engineer,,Remote,Bandung,42,20,150000000.0,55.0,18,35,2.6,Medium
EMP00322,Sales,Data Analyst,Diploma,Remote,Bandung,33,8,10483817.0,35.0,8,25,2.4,Low
EMP00653,HR,Product Manager,,Hybrid,Semarang,50,25,21200366.0,49.0,8,8,2.7,High
EMP01066,HR,Data Analyst,Bachelor,Remote,Bandung,51,0,22052455.0,55.0,13,4,4.2,Low
EMP00108,Marketing,Marketing Specialist,,Onsite,Yogyakarta,26,18,24564758.0,39.0,12,5,4.7,Low
EMP01109,HR,Customer Success,Master,Onsite,Semarang,38,2,23373291.0,35.0,10,17,2.7,Medium
EMP00356,HR,Data Engineer,High School,Hybrid,Surabaya,59,9,13902884.0,64.0,1,0,4.8,Low
EMP00951,Finance,Sales Executive,,Hybrid,Jakarta,57,9,18935626.0,,5,34,2.7,High
EMP00343,HR,Software Engineer,High School,Hybrid,Bandung,33,31,10471271.0,23.0,16,17,1.4,Medium
EMP00355,HR,Product Manager,Master,Remote,Yogyakarta,55,26,12367646.0,63.0,12,19,4.3,Medium
EMP00024,IT,Finance Analyst,Bachelor,Hybrid,Surabaya,44,23,22668996.0,69.0,16,9,1.2,Low
